id,age,gender,education,years_experience,personality,interests,field,career,technical_skills,communication_skills,leadership_skills,problem_solving,creativity,salary_expectations,international_opportunities,work_life_balance,advancement_goals,market_demand,economic_conditions,industry_growth,success_probability,success,salary,career_satisfaction,job_stability,international_experience,advancement_achieved,work_life_satisfaction,success_rate
135,59,Other,bachelors,34,creative,"healthcare,technology,engineering",engineering,Electrical Engineering,3,1,8,5,5,executive,remote_international,not_important,"management,research,specialization",0.67,0.89,0.95,0.95,1,417312,8,15,0,2,8,95.0
136,37,Male,phd,13,leadership,engineering,engineering,Electrical Engineering,9,3,6,2,4,senior_level,somewhat_interested,less_important,"entrepreneurship,teaching",0.63,0.72,1.08,0.95,1,243431,10,10,0,1,5,95.0
137,50,Male,masters,20,leadership,"technology,healthcare",technology,Data Science,6,7,10,8,3,senior_level,somewhat_interested,very_important,"entrepreneurship,specialization",0.66,0.62,0.76,0.95,1,262080,3,10,1,1,6,95.0
138,26,Other,masters,0,supportive,"engineering,marketing",engineering,Mechanical Engineering,9,4,6,1,6,flexible,somewhat_interested,very_important,"management,specialization,research",0.85,0.74,0.5,0.95,1,89700,10,5,1,0,6,95.0
139,37,Female,masters,7,technical,"business,engineering,healthcare",engineering,Chemical Engineering,6,4,3,7,1,mid_level,somewhat_interested,moderately_important,teaching,0.51,0.8,0.5,0.95,1,143161,1,7,2,0,8,95.0
140,21,Other,high_school,0,analytical,"technology,engineering,education",engineering,Mechanical Engineering,9,5,8,3,4,entry_level,not_interested,not_important,"management,research,entrepreneurship",0.81,0.88,0.74,0.95,1,55200,9,12,0,0,6,95.0
141,25,Male,masters,0,technical,business,business,Digital Marketing,7,5,3,1,9,executive,somewhat_interested,not_important,"specialization,management",0.51,0.64,0.49,0.95,1,234000,8,3,0,2,4,95.0
142,64,Other,high_school,38,creative,"business,marketing",marketing,Digital Marketing,2,3,1,5,6,senior_level,remote_international,very_important,management,0.5,0.66,0.92,0.95,1,190080,8,10,0,1,6,95.0
143,41,Female,some_college,18,supportive,"engineering,business",business,Entrepreneurship,8,7,3,2,3,entry_level,somewhat_interested,very_important,"research,consulting",0.9,0.87,0.55,0.95,1,71807,6,10,0,2,7,95.0
144,48,Female,high_school,20,supportive,technology,technology,AI/ML Engineer,6,1,9,10,10,mid_level,not_interested,very_important,"teaching,specialization",0.74,0.87,0.91,0.95,1,141119,9,15,0,2,6,95.0
145,18,Other,some_college,0,supportive,"healthcare,technology",technology,UI/UX Design,4,6,5,1,9,mid_level,remote_international,not_important,management,0.73,0.92,0.76,0.95,1,110880,8,6,0,0,7,95.0
146,65,Other,high_school,42,supportive,"technology,education",technology,Software Development,10,10,5,9,9,mid_level,remote_international,less_important,"management,specialization",0.92,0.73,1.01,0.95,1,185472,6,12,0,1,4,95.0
147,24,Other,some_college,2,leadership,"marketing,business",business,Entrepreneurship,2,1,3,8,3,executive,very_interested,less_important,"specialization,teaching,management",0.97,0.76,0.77,0.95,1,205920,6,2,3,0,9,95.0
148,61,Other,high_school,32,supportive,"education,marketing,healthcare",marketing,Digital Marketing,9,1,9,7,10,executive,somewhat_interested,moderately_important,"specialization,management,consulting",0.83,0.84,0.66,0.95,1,265680,7,10,1,2,7,95.0
149,39,Female,masters,15,creative,"education,marketing",marketing,Social Media Marketing,6,9,4,4,4,flexible,not_interested,less_important,"specialization,teaching,entrepreneurship",0.86,0.9,0.85,0.95,1,91260,7,11,0,2,7,95.0
150,18,Other,high_school,0,supportive,technology,technology,Data Science,5,3,5,5,3,entry_level,not_interested,moderately_important,"management,entrepreneurship,consulting",0.55,0.95,0.99,0.95,1,57600,9,7,0,1,8,95.0
151,62,Female,high_school,34,supportive,"marketing,business",marketing,Digital Marketing,5,4,10,8,4,senior_level,somewhat_interested,moderately_important,"consulting,specialization",0.99,0.63,1.17,0.95,1,181440,2,7,0,1,6,95.0
152,53,Female,some_college,29,technical,"technology,business",business,Entrepreneurship,3,1,3,6,10,entry_level,not_interested,not_important,"research,entrepreneurship,management",0.89,0.73,0.58,0.95,1,83424,2,13,0,1,7,95.0
153,52,Other,masters,29,leadership,healthcare,healthcare,Healthcare Administration,6,5,4,10,9,executive,very_interested,very_important,"entrepreneurship,consulting,specialization",0.95,0.85,0.9,0.95,0,271128,6,3,3,0,6,95.0
154,42,Female,phd,16,analytical,"business,education,engineering",education,Teaching,5,4,6,9,2,entry_level,somewhat_interested,very_important,"management,specialization,research",0.93,0.77,0.48,0.95,1,70963,7,11,0,1,6,95.0
155,47,Other,bachelors,25,analytical,technology,technology,UI/UX Design,9,2,10,4,5,executive,remote_international,not_important,"consulting,teaching,entrepreneurship",0.51,0.87,0.83,0.95,1,388800,10,2,0,0,9,95.0
156,22,Female,phd,0,leadership,"business,education,technology",education,School Administration,7,7,1,8,3,flexible,somewhat_interested,moderately_important,"consulting,research,entrepreneurship",0.98,0.66,0.94,0.95,1,67200,6,1,1,0,4,95.0
157,18,Other,phd,0,technical,"technology,business,healthcare",healthcare,Mental Health,6,4,7,9,3,mid_level,somewhat_interested,moderately_important,"entrepreneurship,specialization,management",0.59,0.92,1.08,0.95,1,129360,9,8,0,2,9,95.0
158,22,Female,high_school,0,technical,"business,marketing",business,Entrepreneurship,4,2,5,10,2,mid_level,not_interested,not_important,"entrepreneurship,research",0.83,0.88,0.52,0.95,1,84000,6,7,0,0,4,95.0
159,38,Male,some_college,10,leadership,"healthcare,business",business,Project Management,8,6,5,8,9,entry_level,somewhat_interested,very_important,"specialization,research",0.6,0.89,0.9,0.95,1,63360,1,14,0,2,10,95.0
160,43,Other,some_college,21,technical,"education,marketing",marketing,Content Creation,6,7,4,10,5,mid_level,remote_international,very_important,"entrepreneurship,research",0.51,0.7,1.17,0.95,0,78724,6,2,0,0,10,95.0
161,26,Female,some_college,2,technical,"marketing,healthcare,engineering",healthcare,Medical Practice,4,8,4,2,5,senior_level,somewhat_interested,very_important,"specialization,research,entrepreneurship",0.69,0.97,1.11,0.95,1,151008,6,2,2,2,10,95.0
162,52,Other,some_college,24,supportive,"education,technology",technology,DevOps Engineering,4,9,7,6,6,executive,remote_international,very_important,"specialization,consulting,teaching",0.61,0.81,0.62,0.95,1,351648,3,6,0,0,7,95.0
163,44,Female,high_school,15,supportive,"healthcare,education",healthcare,Mental Health,7,1,4,1,3,flexible,somewhat_interested,moderately_important,"research,management,specialization",0.53,0.7,0.54,0.95,0,57200,5,5,0,0,9,95.0
164,64,Other,bachelors,41,creative,"education,engineering",engineering,Civil Engineering,4,7,10,3,10,mid_level,not_interested,moderately_important,"teaching,entrepreneurship,consulting",0.8,0.63,0.7,0.95,1,210974,1,4,0,3,5,95.0
165,56,Male,some_college,27,technical,"technology,education,marketing",technology,DevOps Engineering,3,10,9,1,7,flexible,remote_international,less_important,teaching,0.76,0.69,1.04,0.95,1,121968,7,6,0,0,7,95.0
166,26,Female,masters,1,analytical,"education,marketing",marketing,Brand Management,4,1,1,10,9,entry_level,very_interested,not_important,"specialization,entrepreneurship,consulting",0.68,0.66,0.92,0.95,1,57283,9,7,2,2,9,95.0
167,43,Male,masters,13,technical,"healthcare,business",business,Digital Marketing,5,10,6,7,3,entry_level,somewhat_interested,not_important,"specialization,management,teaching",0.75,0.91,1.04,0.95,1,78624,1,3,3,0,4,95.0
168,27,Female,phd,0,analytical,business,business,Digital Marketing,2,10,1,7,7,flexible,not_interested,very_important,teaching,0.75,0.6,1.08,0.95,1,84000,9,5,0,0,6,95.0
169,56,Other,phd,31,technical,marketing,marketing,Brand Management,4,1,3,2,5,executive,not_interested,not_important,"research,specialization",0.76,0.89,0.45,0.95,1,367416,5,12,0,2,8,95.0
170,40,Female,bachelors,15,technical,engineering,engineering,Biomedical Engineering,1,5,3,7,9,entry_level,very_interested,less_important,"management,research",0.98,0.95,1.05,0.95,1,86112,8,7,3,0,6,95.0
171,47,Other,masters,25,supportive,business,business,Project Management,4,4,6,7,6,flexible,very_interested,less_important,entrepreneurship,0.55,0.87,1.06,0.95,1,117000,3,8,2,1,5,95.0
172,54,Female,some_college,29,supportive,"healthcare,marketing,education",marketing,Content Creation,4,4,4,10,6,mid_level,very_interested,very_important,teaching,0.98,0.8,0.41,0.95,1,131392,1,14,3,1,10,95.0
173,38,Female,phd,12,supportive,education,education,School Administration,4,10,3,1,9,executive,remote_international,very_important,"entrepreneurship,consulting,specialization",0.73,0.65,0.81,0.95,1,249984,1,1,0,1,9,95.0
174,55,Male,bachelors,28,technical,"healthcare,education",education,Educational Technology,5,8,10,6,6,mid_level,remote_international,not_important,consulting,0.85,0.75,1.08,0.95,1,125798,3,10,0,0,8,95.0
175,61,Male,high_school,35,creative,"engineering,marketing,healthcare",engineering,Civil Engineering,8,1,3,7,8,mid_level,not_interested,not_important,"entrepreneurship,research",0.93,0.62,0.48,0.95,1,164220,4,14,0,1,7,95.0
176,58,Male,masters,31,leadership,"business,education",education,Curriculum Development,1,7,2,6,10,mid_level,somewhat_interested,less_important,"entrepreneurship,research",0.74,0.89,1.11,0.95,1,141523,5,8,1,0,9,95.0
177,39,Female,phd,11,analytical,healthcare,healthcare,Nursing,6,6,5,5,10,executive,not_interested,not_important,"teaching,research",0.76,0.78,0.53,0.95,1,338183,3,12,0,0,9,95.0
178,34,Other,high_school,9,creative,"technology,marketing",technology,DevOps Engineering,9,1,1,7,9,entry_level,very_interested,less_important,"specialization,management,consulting",0.65,0.7,0.63,0.95,1,67968,3,9,1,0,4,95.0
179,60,Female,bachelors,31,supportive,"business,education,engineering",business,Entrepreneurship,9,3,10,10,8,flexible,remote_international,less_important,"consulting,research",0.61,0.64,0.65,0.95,1,116640,3,5,0,0,4,95.0
180,51,Male,bachelors,25,supportive,"technology,engineering,education",engineering,Mechanical Engineering,7,5,10,4,1,flexible,not_interested,moderately_important,"research,consulting",0.7,0.67,0.99,0.95,1,124199,7,4,0,1,4,95.0
181,45,Other,some_college,15,technical,"marketing,business,education",education,Special Education,5,7,4,2,3,mid_level,not_interested,very_important,"consulting,research,teaching",0.64,0.85,0.55,0.95,1,96096,1,9,0,0,7,95.0
182,24,Female,bachelors,0,supportive,"technology,healthcare,marketing",technology,Software Development,8,4,6,7,5,executive,not_interested,not_important,"management,entrepreneurship,teaching",0.92,0.98,0.44,0.95,1,259200,2,9,0,3,5,95.0
183,30,Female,masters,8,analytical,"healthcare,engineering,education",healthcare,Mental Health,1,4,8,2,9,mid_level,remote_international,not_important,"entrepreneurship,teaching,specialization",0.81,0.62,1.15,0.95,1,139339,5,8,0,2,5,95.0
184,41,Male,some_college,18,creative,"engineering,business,technology",engineering,Electrical Engineering,10,2,7,4,1,entry_level,remote_international,moderately_important,"management,specialization",0.58,0.64,0.89,0.95,1,82579,1,1,0,1,9,95.0
185,27,Other,phd,4,creative,"healthcare,business",business,Project Management,4,1,7,6,3,senior_level,very_interested,not_important,"consulting,research,entrepreneurship",0.77,0.8,0.85,0.95,1,181440,6,12,3,2,8,95.0
186,53,Male,high_school,23,creative,"business,marketing",marketing,Market Research,1,9,7,3,1,flexible,not_interested,moderately_important,"teaching,management",0.83,0.82,0.71,0.95,1,78840,8,13,0,2,5,95.0
187,57,Female,bachelors,29,leadership,technology,technology,Software Development,3,3,1,4,2,executive,somewhat_interested,very_important,research,0.82,0.76,0.79,0.95,1,409536,10,5,0,1,7,95.0
188,56,Other,high_school,34,creative,"engineering,technology,marketing",marketing,Digital Marketing,6,9,7,6,1,flexible,not_interested,very_important,"management,entrepreneurship,teaching",0.97,0.98,0.48,0.95,1,90720,9,7,0,1,7,95.0
189,51,Other,some_college,27,technical,"education,engineering,technology",technology,Cybersecurity,6,8,7,2,3,mid_level,remote_international,less_important,"specialization,research,consulting",0.97,0.96,0.84,0.95,0,113836,3,4,0,0,9,95.0
190,45,Other,bachelors,20,technical,"healthcare,engineering,business",engineering,Chemical Engineering,8,7,1,1,5,flexible,very_interested,moderately_important,"management,entrepreneurship",0.99,0.69,0.65,0.95,1,115919,5,15,1,0,4,95.0
191,47,Female,some_college,23,leadership,"education,healthcare",education,Curriculum Development,5,2,10,7,10,mid_level,very_interested,less_important,"specialization,consulting",0.91,0.88,0.86,0.95,1,107923,10,11,2,0,9,95.0
192,54,Female,high_school,32,leadership,"engineering,marketing",engineering,Civil Engineering,10,1,7,1,5,flexible,very_interested,less_important,"research,specialization,entrepreneurship",0.75,0.69,0.44,0.95,1,113160,7,8,0,1,7,95.0
193,36,Female,some_college,12,leadership,engineering,engineering,Biomedical Engineering,7,5,2,7,9,executive,somewhat_interested,moderately_important,"research,specialization",0.74,0.86,0.56,0.95,1,282348,9,4,1,0,6,95.0
194,45,Female,phd,22,analytical,"engineering,marketing,business",marketing,Content Creation,6,6,10,1,5,mid_level,not_interested,not_important,"specialization,consulting,management",0.96,0.69,0.95,0.95,1,152409,2,2,0,0,5,95.0
195,57,Male,bachelors,35,leadership,"technology,business,engineering",business,Business Analysis,6,4,9,4,4,flexible,not_interested,not_important,"teaching,specialization,management",0.69,0.96,0.82,0.95,1,122400,1,5,0,1,9,95.0
196,57,Female,high_school,28,analytical,engineering,engineering,Electrical Engineering,2,1,5,7,4,executive,very_interested,less_important,"research,teaching",0.54,0.68,1.17,0.95,1,322920,1,1,1,2,6,95.0
197,39,Female,masters,15,analytical,"marketing,business",business,Entrepreneurship,5,4,9,5,1,senior_level,remote_international,very_important,"entrepreneurship,specialization,research",0.67,0.76,0.51,0.95,1,202800,9,11,0,1,9,95.0
198,33,Other,some_college,5,leadership,"business,engineering,healthcare",business,Entrepreneurship,3,10,9,4,3,senior_level,somewhat_interested,not_important,teaching,0.97,0.97,0.65,0.95,1,145200,2,3,2,0,9,95.0
199,19,Female,masters,0,leadership,"marketing,business",marketing,Content Creation,2,3,3,1,10,flexible,not_interested,moderately_important,"specialization,teaching,management",0.68,0.88,0.78,0.95,1,70200,10,8,0,2,5,95.0
200,42,Female,masters,18,creative,healthcare,healthcare,Pharmacy,1,5,7,4,4,mid_level,very_interested,moderately_important,"research,consulting",0.84,0.95,1.11,0.95,1,163363,1,10,3,2,6,95.0
201,43,Other,phd,13,technical,"marketing,technology,education",technology,DevOps Engineering,1,4,9,9,7,entry_level,remote_international,very_important,entrepreneurship,0.72,0.95,1.02,0.95,1,101606,3,7,0,1,10,95.0
202,21,Other,phd,0,supportive,"engineering,technology,education",engineering,Biomedical Engineering,9,3,7,7,6,executive,very_interested,moderately_important,"research,specialization",0.94,0.64,0.66,0.95,1,289799,3,12,0,0,4,95.0
203,63,Female,bachelors,40,technical,"engineering,education,healthcare",education,Special Education,7,1,3,6,10,mid_level,somewhat_interested,moderately_important,teaching,0.53,0.72,0.98,0.95,0,96768,3,2,0,0,5,95.0
204,30,Male,phd,4,analytical,"engineering,marketing",engineering,Biomedical Engineering,8,4,4,10,8,executive,remote_international,not_important,research,0.8,0.7,0.84,0.95,1,312984,9,14,0,0,4,95.0
205,29,Male,high_school,2,analytical,technology,technology,UI/UX Design,2,1,2,7,3,mid_level,not_interested,moderately_important,"teaching,research",0.68,0.61,1.01,0.95,1,104832,7,14,0,0,7,95.0
206,53,Male,bachelors,24,creative,marketing,marketing,Brand Management,9,7,9,4,4,flexible,very_interested,very_important,"teaching,research,management",0.74,0.88,1.15,0.95,0,63936,3,4,2,0,8,95.0
207,51,Other,phd,24,creative,"education,engineering,marketing",engineering,Civil Engineering,10,4,5,4,1,entry_level,very_interested,not_important,"management,specialization,consulting",0.71,0.73,0.85,0.95,1,114374,1,11,1,2,6,95.0
208,22,Female,bachelors,0,technical,"technology,marketing",marketing,Brand Management,7,10,10,1,3,mid_level,not_interested,less_important,"consulting,teaching,management",0.82,0.79,0.9,0.95,1,90720,9,15,0,2,7,95.0
209,44,Other,high_school,14,leadership,"marketing,business,technology",marketing,Social Media Marketing,6,6,2,3,5,entry_level,not_interested,not_important,"research,specialization,consulting",0.59,0.65,1.03,0.95,1,55296,6,12,0,0,6,95.0
210,44,Male,masters,19,leadership,"business,healthcare",healthcare,Nursing,2,6,1,4,2,executive,very_interested,not_important,"specialization,teaching,entrepreneurship",0.96,0.89,0.82,0.95,1,355212,3,13,0,1,5,95.0
211,64,Male,masters,36,technical,technology,technology,Software Development,10,2,6,8,1,entry_level,not_interested,very_important,"entrepreneurship,specialization,teaching",0.6,0.71,0.83,0.95,1,128793,2,5,0,1,7,95.0
